,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident
10798,3,2,1,2,0,4,0,3,9,4,5,7,0,3,3,4,8,9,0,1,0,2,5,15
10799,1,2,1,1,0,3,7,3,9,6,5,7,0,3,3,4,8,2,3,2,5,3,5,10
10800,1,2,1,2,2,0,0,3,9,4,5,7,1,3,3,4,8,4,0,1,4,2,5,3
10801,6,1,1,4,0,1,7,3,6,0,5,7,0,0,3,2,8,2,1,0,3,1,5,10
10802,1,1,1,4,0,2,0,3,9,2,3,7,0,0,3,2,8,2,3,2,5,3,5,10
10803,1,1,1,2,2,1,8,0,7,2,5,7,0,3,0,2,8,2,2,1,3,2,5,10
10804,1,4,0,2,0,3,0,0,7,2,5,7,0,3,0,2,1,2,3,2,5,3,5,1
10805,6,2,1,4,0,0,9,3,7,2,5,7,0,3,3,4,8,2,0,1,0,2,5,10
10806,5,0,0,1,0,0,0,3,12,0,5,7,0,3,3,4,8,3,1,0,2,2,5,12
10807,5,0,1,2,0,0,7,3,12,0,5,7,0,3,3,4,8,3,3,2,5,3,5,0
10808,5,3,1,0,0,2,9,3,12,4,5,7,0,3,0,0,8,3,0,1,0,2,5,9
10809,5,3,1,4,0,2,14,3,9,1,5,7,0,3,0,0,2,4,0,1,4,2,5,3
10810,5,3,1,4,0,2,5,3,7,4,5,7,0,3,0,4,8,2,3,2,5,3,5,0
10811,5,1,1,1,2,2,5,3,6,2,5,7,0,3,0,4,8,11,0,1,1,2,5,11
10812,5,0,1,1,0,2,5,3,7,2,5,7,0,3,3,4,8,9,3,2,5,3,5,10
10813,2,1,1,2,2,2,0,3,12,4,5,7,0,3,3,4,8,1,0,1,0,2,5,10
10814,2,0,1,4,0,2,5,3,7,0,5,7,0,3,3,4,8,2,3,2,5,3,5,17
10815,0,2,1,4,2,0,0,3,4,2,5,7,0,3,3,4,8,2,0,0,1,2,5,10
10816,0,2,1,4,0,1,9,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,6
10817,0,2,1,4,2,2,0,3,6,2,5,7,0,0,3,2,2,9,0,1,0,2,5,9
10818,0,2,1,4,2,3,14,3,7,2,5,7,0,0,3,2,8,7,3,2,5,3,5,11
10819,0,2,1,2,0,2,0,3,7,2,5,7,0,0,3,2,8,3,0,0,1,2,5,0
10820,0,0,1,2,2,1,5,1,5,4,5,7,3,0,3,2,8,4,3,2,5,3,5,0
10821,0,0,1,4,0,2,7,3,7,6,5,7,0,3,0,8,8,2,0,0,1,2,5,7
10822,0,0,1,1,0,1,8,3,9,2,5,7,0,0,0,2,6,2,3,2,5,3,5,10
10823,2,2,1,1,0,2,0,3,6,2,5,7,0,3,0,2,8,2,0,1,0,2,5,1
10824,4,1,1,4,0,0,5,3,6,0,5,7,0,3,0,2,8,2,3,2,5,3,5,1
10825,1,2,1,4,0,2,0,3,3,1,5,7,0,3,0,2,2,2,2,0,3,2,5,9
10826,1,0,1,4,0,2,10,3,4,2,5,7,0,3,0,2,8,2,2,1,1,2,5,2
10827,3,1,1,1,0,3,0,3,7,4,5,7,0,3,0,2,8,2,0,1,1,2,5,0
10828,3,4,1,1,0,4,5,3,6,4,5,7,0,3,0,4,8,2,3,2,5,3,5,1
10829,1,3,1,4,0,1,9,3,6,6,5,7,0,3,0,4,2,2,0,1,0,2,5,10
10830,1,0,1,1,2,0,6,3,9,2,5,7,0,3,3,4,2,4,1,1,0,2,5,1
10831,2,0,1,4,2,2,9,3,9,2,5,7,0,3,3,4,8,3,3,2,5,3,5,1
10832,2,1,1,4,0,1,5,3,12,2,5,7,0,3,0,7,8,2,0,1,0,2,5,10
10833,2,0,1,4,0,1,0,0,7,2,5,7,0,3,0,7,2,3,3,2,5,3,5,1
10834,2,3,1,2,0,1,5,0,0,4,5,7,0,3,1,4,2,2,2,0,4,2,0,3
10835,6,2,1,4,0,3,14,3,6,6,5,7,3,3,1,4,8,3,3,2,5,3,5,3
10836,1,0,1,4,0,1,8,3,2,2,5,7,0,0,3,2,8,2,0,0,0,2,5,1
10837,1,0,1,4,0,0,0,0,2,2,5,7,0,0,3,2,8,2,3,2,5,3,5,17
10838,1,0,1,4,0,1,0,3,9,0,5,7,0,0,3,2,2,2,2,0,1,2,5,1
10839,3,1,1,4,0,2,0,3,9,2,5,7,0,0,3,2,8,2,0,1,1,2,5,9
10840,3,2,1,4,0,0,7,3,9,0,5,7,2,0,3,2,8,2,3,2,5,3,5,10
10841,3,2,1,1,0,0,0,3,9,2,5,7,0,0,0,2,8,4,0,1,4,2,5,17
10842,3,1,1,4,0,1,10,3,7,0,5,7,0,0,0,2,6,2,3,2,5,3,5,3
10843,5,2,1,4,0,3,10,3,7,2,5,7,0,0,0,2,8,3,3,2,5,3,5,1
10844,5,3,1,4,0,4,0,3,9,2,5,7,3,3,3,2,8,3,2,0,0,1,0,2
10845,5,1,1,4,0,3,9,3,7,6,5,7,0,3,0,2,1,3,2,0,1,2,2,0
10846,5,2,1,1,2,2,9,3,2,4,5,7,0,3,0,2,8,2,2,1,4,2,5,3
10847,1,1,1,1,0,3,5,3,7,4,5,7,0,3,0,2,8,2,0,1,0,2,5,10
10848,1,2,1,4,0,0,0,3,6,4,5,7,2,0,1,2,8,2,3,2,5,3,5,9
10849,1,4,1,4,0,2,8,3,6,2,5,7,0,0,1,2,8,2,2,1,1,1,1,11
10850,2,0,1,2,2,2,8,3,9,4,5,7,0,3,0,8,2,4,0,0,3,1,5,9
10851,2,0,1,1,0,1,5,3,7,2,5,7,0,3,0,2,8,2,1,0,3,2,5,1
10852,2,4,2,4,0,2,0,3,4,4,5,7,0,3,0,2,8,2,2,1,4,2,6,10
10853,6,4,1,4,0,2,14,3,6,2,5,7,0,3,0,2,8,2,2,0,0,2,0,6
10854,6,0,1,2,2,0,6,1,1,2,5,7,2,3,0,2,8,7,3,2,5,3,5,1
10855,3,0,1,4,0,0,0,3,9,2,5,7,0,0,0,2,2,3,0,1,0,2,5,3
10856,3,0,1,4,0,0,7,3,9,4,5,7,0,0,0,2,8,2,3,2,5,3,5,4
10857,3,4,1,4,0,3,0,3,2,4,3,7,0,3,3,2,2,2,0,1,0,2,5,1
10858,3,4,1,4,0,0,0,3,9,4,5,7,0,0,3,2,8,7,0,1,0,2,5,1
10859,3,0,1,2,2,3,0,3,7,6,5,7,0,3,0,4,6,2,3,2,5,3,5,3
10860,3,1,1,4,0,3,11,3,7,4,5,7,0,3,0,4,8,7,2,0,1,2,1,0
10861,4,1,1,4,0,0,0,3,7,3,5,7,0,3,0,0,8,4,3,2,5,3,5,12
10862,4,1,1,4,0,0,7,3,2,3,5,7,0,3,0,0,8,2,0,0,0,2,5,3
10863,4,0,1,2,0,1,0,0,7,3,5,7,0,3,3,2,8,2,1,0,0,2,5,1
10864,4,1,1,4,0,1,7,3,2,3,5,7,0,3,3,4,8,2,0,1,0,2,5,3
10865,4,1,1,4,0,0,5,3,2,2,5,7,0,3,3,4,1,2,0,1,3,2,5,5
10866,6,1,1,1,0,2,8,3,7,4,5,7,2,0,3,2,6,2,3,2,5,3,5,10
10867,6,1,1,4,0,2,10,0,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,0
10868,6,1,1,4,0,0,0,3,12,6,5,7,0,0,0,8,6,2,0,1,0,2,5,12
10869,6,0,1,1,1,2,8,3,9,4,5,7,0,3,0,4,8,2,0,1,1,1,5,9
10870,6,0,1,4,0,1,0,3,7,2,5,7,0,3,0,4,8,2,3,2,5,3,5,9
10871,6,0,1,1,0,2,5,3,6,4,5,7,4,0,0,2,8,2,0,1,0,2,5,10
10872,0,2,1,4,0,3,0,3,9,4,5,7,3,3,3,4,4,2,0,1,0,2,5,1
10873,0,1,1,4,0,3,5,3,7,1,3,7,3,3,3,4,8,2,3,2,5,3,5,1
10874,0,1,1,1,2,1,5,3,9,2,5,7,0,2,0,3,2,2,0,1,0,2,5,9
10875,4,1,1,1,0,2,5,3,9,4,5,7,0,2,0,3,8,2,3,2,5,3,5,3
10876,4,0,1,4,2,0,10,3,9,2,5,7,2,0,3,2,8,2,0,1,1,2,5,5
10877,1,1,1,1,0,3,0,3,7,6,5,7,0,0,3,2,8,2,3,2,5,3,5,10
10878,1,0,1,4,0,2,7,3,7,4,5,7,0,0,3,2,1,3,0,1,1,2,5,10
10879,0,1,1,4,0,1,7,3,7,1,5,7,0,0,0,2,8,2,1,0,4,2,5,12
10880,0,1,1,1,0,3,7,3,3,4,5,7,0,0,0,2,8,2,1,0,1,2,5,4
10881,2,3,1,4,0,1,0,3,9,4,5,7,2,0,3,2,8,2,3,2,5,3,5,12
10882,2,3,1,1,0,3,7,3,9,1,5,7,0,0,3,2,6,2,0,1,1,2,5,12
10883,2,3,1,4,0,3,5,3,9,4,5,7,0,0,3,2,2,9,3,2,5,3,5,12
10884,6,0,1,4,0,1,9,3,7,2,5,7,0,3,3,2,8,2,1,1,4,2,5,10
10885,4,1,1,4,0,3,5,3,6,2,5,7,0,3,3,2,8,2,3,2,5,3,5,9
10886,4,1,1,4,0,3,9,3,7,6,5,7,0,0,0,2,2,2,1,0,1,2,5,1
10887,2,3,1,4,0,4,5,3,6,0,5,7,0,3,0,2,8,2,0,1,1,1,5,3
10888,6,1,0,4,2,3,7,3,9,2,5,7,0,0,3,2,8,2,3,2,5,3,5,0
10889,6,0,1,2,1,3,5,3,6,0,1,7,0,0,3,2,8,2,3,2,5,3,5,10
10890,2,3,1,4,0,2,0,3,6,0,5,7,0,3,3,2,6,2,0,1,0,2,5,1
10891,2,3,1,1,0,2,11,1,7,0,5,7,0,0,0,7,6,2,0,1,0,2,5,5
10892,5,3,1,4,0,2,5,3,6,2,5,7,2,0,0,7,1,2,0,1,0,1,5,10
10893,5,3,1,4,0,2,7,3,6,2,5,7,0,0,3,2,8,9,1,0,4,2,5,17
10894,5,0,1,4,2,4,7,0,6,1,5,7,0,3,0,2,8,2,3,2,5,3,5,10
10895,1,1,1,4,0,2,0,3,7,4,5,7,0,3,0,2,8,7,3,2,5,3,5,1
10896,1,1,1,1,0,1,5,3,9,2,5,7,0,3,3,2,1,4,0,1,1,2,5,12
10897,6,4,1,4,2,1,8,3,9,2,1,7,2,0,3,2,1,2,2,0,0,2,6,1
10898,6,3,1,1,0,1,0,3,2,2,5,7,0,0,0,2,8,2,3,2,5,3,5,0
10899,6,2,1,4,2,1,0,3,7,2,5,7,0,0,3,2,8,9,0,1,0,2,5,10
10900,6,0,1,4,0,3,7,3,9,2,5,7,0,0,3,2,8,4,2,1,0,2,6,11
10901,5,1,1,4,0,1,0,3,7,4,5,7,0,0,3,2,2,2,0,1,0,2,5,3
10902,5,2,1,4,0,0,14,3,9,4,5,7,0,0,3,2,8,2,0,0,0,2,5,10
10903,0,4,1,4,0,1,7,3,9,2,5,7,0,0,3,2,2,4,3,2,5,3,5,3
10904,0,3,1,4,0,0,0,3,7,2,5,7,0,0,3,2,8,2,2,1,4,2,0,3
10905,0,2,1,4,0,2,12,3,7,2,5,7,0,0,3,2,8,9,0,1,0,2,5,9
10906,2,4,1,4,0,2,0,3,7,4,5,7,4,0,3,2,2,2,3,2,5,3,5,16
10907,6,1,1,1,2,1,7,3,7,0,5,7,0,0,3,2,8,9,2,0,0,2,5,12
10908,6,1,1,1,0,4,5,3,9,2,5,7,0,0,3,2,8,2,3,2,5,3,5,12
10909,6,1,1,4,0,2,5,3,1,4,5,7,0,0,3,2,2,3,0,1,0,2,5,9
10910,6,0,1,4,0,3,5,3,7,6,5,7,0,0,3,2,2,2,2,1,0,2,7,16
10911,6,0,1,2,0,0,14,3,6,4,5,7,0,0,3,2,8,2,1,0,0,2,5,0
10912,6,0,1,4,2,2,5,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,1
10913,4,3,1,4,0,0,0,3,6,4,5,7,0,0,3,2,8,7,1,1,3,2,5,16
10914,4,2,1,4,0,3,0,3,6,1,5,7,2,0,3,2,8,7,0,1,0,2,5,14
10915,2,2,0,4,0,4,8,3,6,4,5,7,0,0,3,2,8,7,2,0,1,2,1,13
10916,3,0,1,1,0,1,15,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,12
10917,3,0,1,4,0,2,0,0,7,0,5,7,0,3,3,2,8,2,0,1,0,2,5,1
10918,1,0,1,1,0,2,0,3,6,3,5,7,0,0,2,2,8,2,0,1,0,2,5,9
10919,1,0,1,4,2,0,0,3,9,6,5,7,0,0,2,2,8,2,0,1,0,2,5,0
10920,2,0,1,4,0,2,3,0,1,4,5,7,0,0,2,2,8,3,3,2,5,3,5,11
10921,2,2,1,5,1,2,9,3,7,6,5,7,0,0,2,2,8,2,0,1,0,2,5,10
10922,2,2,1,2,0,1,8,3,9,6,5,7,0,0,3,2,8,3,3,2,5,3,5,12
10923,1,0,1,4,0,0,0,3,7,6,5,7,0,0,3,2,8,3,0,1,1,2,5,10
10924,1,1,1,4,0,2,7,3,7,6,5,7,0,0,3,3,8,2,3,2,5,3,5,10
10925,1,1,1,4,0,1,5,3,7,1,5,7,0,0,3,3,8,4,3,2,5,3,5,9
10926,1,1,1,4,0,5,0,3,7,2,5,7,0,3,0,2,8,2,0,1,0,1,5,1
10927,0,1,1,4,0,3,8,3,7,6,5,7,0,3,0,2,8,4,3,2,5,3,5,11
10928,0,3,1,4,0,3,5,3,12,4,5,7,0,0,0,2,8,2,0,1,1,2,5,9
10929,0,1,1,4,0,2,5,3,6,2,5,7,0,0,0,2,2,7,2,1,3,2,1,7
10930,0,1,1,2,0,1,3,3,6,2,5,7,2,0,0,2,8,2,3,2,5,3,5,16
10931,0,1,1,2,2,1,11,3,6,2,5,7,0,0,0,2,1,2,0,0,0,2,5,14
10932,3,0,1,4,0,4,11,3,12,2,5,7,0,3,0,4,8,2,0,0,0,2,5,1
10933,3,0,1,4,2,3,0,0,12,4,5,7,0,3,0,4,2,2,3,2,5,3,5,8
10934,3,1,1,4,0,3,0,3,6,2,5,7,0,0,3,2,8,2,3,2,5,3,5,13
10935,2,0,1,1,0,1,0,3,6,2,5,7,0,0,3,2,8,2,0,1,1,2,5,0
10936,2,0,1,4,0,1,7,0,12,2,5,7,0,0,3,2,8,2,0,0,0,2,5,1
10937,5,1,1,5,0,3,9,3,7,2,5,7,0,0,3,2,8,4,3,2,5,3,5,11
10938,5,3,1,1,0,2,0,3,7,2,5,7,0,0,3,2,8,2,0,1,1,2,5,15
10939,0,1,1,4,0,4,14,3,7,4,5,7,0,0,3,2,6,2,0,0,0,2,5,0
10940,0,3,1,1,0,4,0,3,7,2,5,7,0,0,3,2,2,2,3,2,5,3,5,12
10941,5,1,1,4,0,4,0,3,9,4,5,7,0,0,3,2,8,2,0,1,1,2,5,1
10942,5,1,1,4,0,2,0,0,7,4,5,7,3,0,3,2,2,7,2,0,1,2,5,10
10943,3,1,1,4,2,2,0,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,11
10944,6,1,1,2,2,2,0,3,4,4,5,7,0,0,3,2,8,2,0,1,3,2,5,10
10945,6,1,1,4,0,2,8,3,1,4,5,7,0,0,3,2,8,4,0,1,0,2,5,12
10946,6,3,1,4,0,1,16,3,2,2,5,7,0,0,3,2,8,2,2,1,0,2,6,13
10947,6,3,1,1,0,2,8,3,6,2,5,7,0,0,0,2,8,2,0,1,0,2,5,3
10948,6,2,1,4,0,1,7,3,7,2,5,7,0,0,0,2,2,2,3,2,5,3,5,0
10949,2,4,1,4,0,4,14,3,6,4,5,7,0,0,3,2,8,9,1,1,1,2,5,3
10950,2,0,1,1,0,1,8,3,6,2,5,7,0,0,3,2,2,2,0,1,0,2,5,0
10951,2,0,1,4,0,1,5,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,12
10952,3,1,1,4,0,1,5,3,9,4,5,7,0,0,3,2,8,7,3,2,5,3,5,10
10953,3,0,1,4,0,2,0,3,6,6,7,7,0,0,3,2,8,4,0,0,1,2,5,1
10954,3,0,1,4,0,2,0,3,9,6,5,7,0,3,3,2,8,2,0,1,1,2,5,1
10955,3,0,1,4,0,2,8,3,12,2,5,7,0,3,3,4,8,2,0,1,0,2,5,2
10956,3,0,1,4,2,2,8,3,6,2,2,7,0,3,3,4,8,3,1,0,0,2,5,10
10957,0,0,1,4,0,1,5,3,7,6,5,7,0,0,3,2,8,7,3,2,5,3,5,1
10958,0,0,1,4,0,4,9,3,7,4,5,7,0,0,3,2,8,2,0,1,0,2,5,0
10959,6,0,1,4,0,0,7,3,2,6,5,7,0,0,0,2,8,2,3,2,5,3,5,7
10960,6,0,1,4,0,4,14,3,6,2,5,7,4,0,3,2,8,3,0,1,1,2,5,13
10961,5,2,1,4,0,3,0,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,13
10962,5,0,1,4,0,4,0,3,6,2,6,7,0,0,3,2,6,2,2,0,0,2,1,10
10963,5,0,1,4,0,1,5,3,6,2,5,7,0,0,3,2,2,2,0,0,0,2,5,12
10964,5,0,1,4,0,0,14,3,6,2,2,7,0,0,3,2,8,2,0,0,1,2,5,16
10965,5,1,1,1,0,2,5,3,2,4,2,7,0,0,3,2,8,2,0,1,1,2,5,11
10966,1,3,1,4,2,4,11,3,6,4,1,7,0,0,3,2,2,2,3,2,5,3,5,10
10967,1,4,1,4,0,4,0,3,7,0,1,7,0,0,3,2,8,2,0,1,2,2,5,1
10968,5,0,1,6,0,4,0,3,7,2,5,7,4,0,3,2,8,2,3,2,5,3,5,3
10969,5,1,1,4,0,0,0,3,2,5,7,7,0,0,3,2,8,7,0,1,0,1,5,1
10970,5,1,1,1,2,2,0,3,12,4,5,7,0,0,3,2,6,2,3,2,5,3,5,16
10971,3,0,1,4,0,1,5,3,2,2,5,7,0,0,3,2,6,2,0,1,1,2,5,13
10972,3,1,1,4,2,4,5,3,6,4,5,7,0,0,3,2,1,2,2,1,1,1,5,4
10973,3,1,1,6,0,2,0,3,7,6,5,7,0,0,3,2,8,2,2,0,1,2,5,2
10974,5,0,1,6,0,2,14,3,2,2,4,7,0,0,3,2,8,2,0,1,0,2,5,19
10975,1,1,1,4,0,2,9,0,7,0,5,7,0,0,3,2,8,2,2,0,0,2,5,1
10976,0,0,1,4,0,1,9,0,7,0,5,7,0,0,3,2,1,4,0,1,2,2,5,10
10977,0,1,1,4,0,3,0,1,6,2,1,7,0,0,3,2,1,3,3,2,5,3,5,13
10978,0,1,1,4,0,2,9,1,7,2,5,7,4,0,3,2,8,4,0,1,0,2,5,12
10979,3,3,1,4,0,3,9,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,0
10980,1,4,1,4,0,1,5,0,9,2,5,7,0,0,3,2,8,2,0,1,0,1,5,11
10981,1,0,1,4,0,4,0,3,6,2,5,7,0,0,3,2,2,2,1,0,0,2,5,16
10982,0,0,1,4,0,4,5,3,2,1,5,7,0,0,3,2,8,4,0,0,3,2,5,3
10983,0,2,1,4,2,2,0,3,7,4,5,7,1,0,0,2,2,2,3,2,5,3,5,12
10984,0,2,0,4,0,1,0,3,0,6,3,7,0,0,0,2,8,2,0,1,0,2,5,11
10985,3,1,1,1,0,4,14,3,7,2,7,7,0,0,0,2,8,2,3,2,5,3,5,1
10986,3,1,1,4,0,1,0,3,7,4,7,7,0,0,0,2,2,2,0,1,0,2,5,3
10987,3,0,1,4,0,2,0,3,2,4,5,7,0,0,3,2,8,2,3,2,5,3,5,1
10988,3,0,1,2,0,3,0,0,9,4,5,7,0,3,3,4,8,2,3,2,5,3,5,1
10989,1,0,1,2,0,3,14,3,7,4,5,7,2,3,3,4,2,3,0,1,1,2,5,0
10990,1,1,1,4,0,2,0,3,7,2,5,7,0,3,3,4,2,3,0,1,1,2,5,17
10991,1,2,1,1,0,0,7,3,7,0,5,7,0,3,3,4,8,2,3,2,5,3,5,3
10992,0,1,1,1,0,2,7,3,1,2,5,7,0,3,3,4,8,2,0,1,1,2,5,10
10993,0,1,1,4,0,2,0,3,1,1,5,7,0,3,3,4,8,9,3,2,5,3,5,3
10994,2,2,1,4,0,0,5,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,0
10995,6,1,1,4,2,2,5,1,6,2,5,7,0,0,3,2,8,2,0,1,1,2,5,12
10996,6,2,0,2,2,3,5,3,9,2,5,7,0,0,3,2,8,2,0,1,4,1,5,1
10997,0,2,1,4,2,4,0,3,7,2,5,7,0,3,3,2,8,2,3,2,5,3,5,10
10998,1,0,1,6,2,2,0,3,9,4,3,7,0,0,3,2,8,2,2,1,1,2,5,9
10999,1,0,1,0,0,3,10,3,2,0,5,7,0,0,3,2,8,2,0,0,1,2,5,9
11000,5,1,1,2,0,4,10,3,7,1,5,7,0,0,3,2,8,2,3,2,5,3,5,10
11001,5,2,1,4,0,0,5,3,6,2,7,7,3,0,3,2,8,2,0,1,1,2,5,10
11002,4,2,1,4,0,3,5,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,10
11003,4,2,0,4,2,3,9,3,1,2,3,7,0,0,3,2,8,4,3,2,5,3,5,11
11004,4,0,1,4,0,3,7,3,7,4,5,7,0,0,3,2,8,1,0,0,2,2,5,3
11005,4,0,1,4,0,5,5,3,6,2,5,7,0,3,3,4,8,2,3,2,5,3,5,1
11006,0,3,1,4,0,0,0,0,9,4,5,7,0,0,3,2,8,2,0,0,1,2,5,0
11007,0,0,1,3,2,0,7,3,6,1,5,7,0,0,3,2,8,2,2,0,0,2,5,3
11008,0,1,1,4,2,4,6,3,6,2,5,7,0,0,3,2,8,4,2,0,0,2,5,3
11009,2,0,1,4,2,0,0,3,2,0,5,7,0,0,3,2,2,2,0,1,1,2,5,10
11010,2,0,1,4,2,1,0,3,2,4,5,7,0,0,3,2,8,3,3,2,5,3,5,13
11011,2,0,1,5,2,2,5,3,9,4,5,7,0,0,3,2,1,4,0,1,0,2,5,1
11012,3,1,1,5,2,3,0,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,1
11013,3,0,1,4,2,1,11,3,7,6,5,7,0,0,3,2,2,2,0,1,1,2,5,10
11014,6,2,1,1,2,3,5,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,10
11015,6,2,0,6,2,2,11,3,9,4,5,7,0,0,3,2,8,2,0,0,0,2,5,17
11016,0,1,1,4,2,2,5,3,6,4,5,7,0,0,3,2,8,2,0,0,0,2,5,2
11017,0,0,1,4,2,2,5,3,9,4,5,7,0,0,3,2,8,2,3,2,5,3,5,12
11018,0,0,1,4,2,4,5,3,7,2,5,7,0,0,3,2,8,2,0,1,0,2,5,11
11019,4,0,1,4,2,1,9,3,7,2,5,7,0,0,3,2,6,2,3,2,5,3,5,12
11020,4,0,1,1,0,1,9,3,1,2,5,7,0,0,0,2,2,2,0,1,0,2,5,13
11021,0,1,1,4,0,1,14,3,2,1,5,7,0,0,3,2,8,2,3,2,5,3,5,13
11022,0,1,1,4,0,1,5,3,12,2,5,7,0,0,3,2,8,2,3,2,5,3,5,9
11023,1,2,1,4,0,2,0,3,6,4,5,7,0,0,3,2,2,2,0,1,1,2,5,10
11024,1,1,1,4,0,2,8,3,7,2,5,7,0,0,3,2,8,2,0,1,0,2,5,9
11025,3,1,1,4,0,3,0,3,9,4,5,7,0,0,3,2,8,2,3,2,5,3,5,12
11026,3,3,1,1,0,2,10,3,7,4,5,7,2,0,0,2,8,2,3,2,5,3,5,3
11027,5,1,1,4,0,2,11,3,7,6,3,7,0,0,0,2,8,2,0,0,0,2,5,10
11028,5,3,1,4,0,3,14,3,6,1,3,7,0,0,0,2,8,2,1,0,1,1,5,13
11029,2,0,1,1,2,2,0,3,9,2,5,7,0,0,3,2,8,2,0,1,1,2,5,1
11030,2,0,1,4,2,2,5,3,7,2,5,7,0,0,3,2,1,2,3,2,5,3,5,10
11031,6,1,1,4,0,2,14,1,9,4,5,7,2,0,3,2,8,2,0,1,0,2,5,3
11032,6,3,1,4,0,4,5,3,2,2,5,7,0,0,3,2,2,9,3,2,5,3,5,10
11033,3,2,1,4,0,2,9,0,9,2,5,7,0,0,3,2,8,3,3,2,5,3,5,12
11034,6,1,1,4,0,2,5,3,6,1,5,7,2,0,0,2,8,2,0,1,0,2,5,1
11035,6,3,1,4,0,2,7,0,9,2,5,7,0,0,3,2,8,2,2,1,1,2,6,11
11036,0,0,1,4,0,3,14,3,7,1,5,7,0,0,3,2,8,3,1,1,3,2,5,12
11037,0,0,0,2,0,3,0,3,4,2,5,7,0,0,3,2,8,2,2,0,0,1,5,0
11038,0,2,1,4,0,3,11,3,2,2,5,7,0,0,3,2,8,3,3,2,5,3,5,18
11039,5,1,1,4,0,3,7,3,9,4,3,7,0,0,3,2,8,2,0,1,0,1,5,4
11040,5,2,1,4,0,3,5,3,7,2,5,7,0,0,3,2,8,2,2,0,0,2,5,3
11041,3,3,0,4,0,3,0,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,4
11042,3,2,1,4,0,2,11,3,6,4,5,7,0,0,3,2,2,4,0,1,0,2,5,3
11043,2,0,1,4,0,1,0,3,5,2,7,7,0,0,3,2,8,4,3,2,5,3,5,11
11044,2,0,1,4,0,4,0,3,2,2,3,7,0,0,3,2,2,2,3,2,5,3,5,3
11045,0,1,1,4,0,4,8,3,6,6,7,7,0,0,3,2,8,7,0,1,1,2,5,1
11046,4,0,1,4,0,1,9,3,2,2,3,7,0,0,3,2,8,2,0,1,1,2,5,9
11047,0,0,1,1,0,4,5,3,6,6,7,7,1,0,3,2,8,2,3,2,5,3,5,3
11048,0,1,1,4,0,4,5,0,6,4,5,7,0,0,3,2,1,2,0,1,1,2,5,1
11049,3,0,1,4,0,2,5,3,12,2,5,7,0,0,3,2,8,2,3,2,5,3,5,3
11050,3,0,1,4,0,2,10,3,9,2,5,7,0,0,3,2,8,3,3,2,5,3,5,3
11051,3,0,1,6,0,4,5,3,6,6,7,7,0,0,3,2,8,2,0,1,1,1,5,3
11052,3,2,1,4,0,4,5,3,11,6,5,7,0,0,3,2,1,2,3,2,5,3,5,1
11053,3,2,1,4,0,0,6,3,7,2,5,7,0,0,3,2,2,2,0,1,0,2,5,1
11054,5,1,0,1,0,3,5,3,9,4,5,7,0,0,3,2,8,2,0,1,4,2,5,3
11055,5,4,1,1,0,3,12,3,6,4,5,7,0,0,3,2,8,2,2,1,4,2,1,16
11056,5,4,1,1,0,4,0,3,6,4,5,7,0,0,3,2,8,3,0,1,0,2,5,1
11057,3,1,1,2,0,1,5,3,9,4,5,7,0,0,3,2,8,2,3,2,5,3,5,10
11058,3,3,1,4,0,1,8,3,6,4,5,7,0,0,3,2,8,2,0,1,1,2,5,13
11059,0,0,1,0,0,3,11,3,6,4,5,7,0,0,3,2,8,3,3,2,5,3,5,1
11060,0,0,1,4,0,1,14,3,6,2,5,7,0,0,3,2,8,3,1,0,3,2,5,1
11061,6,1,1,4,0,1,0,3,6,2,5,7,0,0,3,2,2,2,0,1,0,2,5,16
11062,6,1,1,2,0,0,9,3,7,4,5,7,0,0,3,2,2,9,1,0,0,2,5,13
11063,5,2,1,4,0,2,0,3,7,2,5,7,0,0,3,2,8,9,0,1,0,2,5,4
11064,5,1,1,4,0,4,0,3,7,2,5,7,0,0,3,2,8,2,1,0,0,2,5,16
11065,6,0,1,4,0,4,0,3,9,1,5,7,0,0,3,2,8,2,3,2,5,3,5,12
11066,3,1,1,1,0,2,5,3,12,4,6,7,0,0,3,2,8,2,0,1,1,2,5,9
11067,3,1,1,4,0,4,0,3,9,4,6,7,3,0,3,2,8,2,0,1,0,1,5,13
